0.0	16.0	34.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	163.0	60.0	0.0	0.0	97.0	0.0	87.0	0.0	0.0	180.0	534.0	0.0	0.0	0.0	0.0	0.0	341.0	714.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	490.0	0.0	226.0
149.0	92.0	110.0	170.0	374.0	12.0	0.0	595.0	177.0	65.0	42.0	0.0	240.0	377.0	451.0	109.0	544.0	52.0	368.0	408.0	143.0	121.0	0.0	81.0	107.0	67.0	192.0	163.0	0.0	215.0	807.0	627.0	262.0	867.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	290.0	158.0	264.0	0.0	239.0	488.0	708.0	21.0	888.0	1199.0	1180.0	0.0	0.0	1090.0	0.0	925.0	912.0	1085.0	930.0	0.0	0.0	119.0	0.0	1318.0	0.0	0.0	0.0	310.0	436.0	868.0	0.0	0.0	591.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	238.0	0.0	0.0	0.0	3.0	76.0	131.0	0.0	0.0	124.0	229.0	0.0	0.0	79.0	0.0	85.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	119.0	17.0	0.0	26.0	0.0	327.0	0.0	0.0	105.0
377.0	141.0	66.0	55.0	0.0	195.0	0.0	379.0	0.0	0.0	0.0	0.0	0.0	0.0	203.0	83.0	0.0	0.0	884.0	0.0	40.0	161.0	67.0	1206.0	339.0	16.0	0.0	0.0	0.0	205.0	121.0	0.0	288.0	121.0
